Price1,Price2,Price3
0.005180794287887647,0.004735167822174535,-0.001296926138712129
0.003191586551769099,0.00025328718221784285,-0.003766739862220647
0.007692626371559985,0.0237439553269152,0.00023246958111533544
0.0043204058772825515,-0.0077480373698156635,-0.008674064409377125
0.008347813418844163,0.010595922465943097,-0.0015649367742345266
0.005299772453627893,-0.010127381759927778,-0.00046637616822386985
0.006485844760618642,0.003048614318264864,0.0016123057364099136
0.0038416829743719294,-0.004028750545277515,0.0013479981843631528
0.003595582364934957,-0.0032463022297641864,-0.009151145347004563
0.007398131058657054,0.008437787916550255,-0.0022789884117050407
0.005884918489446722,0.0039816474976579475,-0.001702375556649649
0.003943015251131943,0.003991668352238298,-0.003524455988080044
